Timestamp,CO2 Concentration (ppm),NH3 Concentration (ppm),Benzene Concentration (ppm),Alcohol Concentration (ppm),Smoke Concentration (ppm)
2025-02-01 10:03:49,0.5782923299565846,0.7228654124457308,0.867438494934877,0.9638205499276411,1.2047756874095514
2025-02-01 10:03:50,0.5554285714285715,0.6942857142857144,0.8331428571428573,0.9257142857142858,1.1571428571428573
2025-02-01 10:03:51,0.5964912280701754,0.7456140350877194,0.8947368421052633,0.9941520467836258,1.2426900584795322
2025-02-01 10:03:52,0.588646288209607,0.7358078602620086,0.8829694323144104,0.9810771470160116,1.2263464337700145
2025-02-01 10:03:53,0.5757225433526011,0.7196531791907514,0.8635838150289017,0.9595375722543352,1.199421965317919
2025-02-01 10:03:54,0.5680575539568344,0.7100719424460431,0.8520863309352518,0.9467625899280575,1.183453237410072
2025-02-01 10:03:55,0.5964912280701754,0.7456140350877194,0.8947368421052633,0.9941520467836258,1.2426900584795322
2025-02-01 10:03:56,0.39377431906614785,0.49221789883268485,0.5906614785992218,0.6562905317769131,0.8203631647211413
2025-02-01 10:03:57,0.45161290322580644,0.564516129032258,0.6774193548387097,0.7526881720430108,0.9408602150537635
2025-02-01 10:03:58,0.5186013986013985,0.6482517482517481,0.7779020979020979,0.8643356643356642,1.0804195804195802
2025-02-01 10:03:59,0.5479374110953058,0.6849217638691323,0.8219061166429588,0.9132290184921764,1.1415362731152205
2025-02-01 10:04:00,0.5579399141630901,0.6974248927038627,0.8369098712446352,0.9298998569384835,1.1623748211731044
2025-02-01 10:04:01,0.645045045045045,0.8063063063063063,0.9675675675675676,1.075075075075075,1.3438438438438438
2025-02-01 10:04:02,0.3774069319640565,0.47175866495507063,0.5661103979460848,0.6290115532734275,0.7862644415917843
2025-02-01 10:04:03,0.3774069319640565,0.47175866495507063,0.5661103979460848,0.6290115532734275,0.7862644415917843
2025-02-01 10:04:04,0.37538461538461537,0.46923076923076923,0.5630769230769231,0.6256410256410256,0.782051282051282
2025-02-01 10:04:05,0.41897233201581024,0.5237154150197628,0.6284584980237155,0.6982872200263505,0.8728590250329381
2025-02-01 10:04:06,0.35151515151515145,0.43939393939393934,0.5272727272727272,0.5858585858585857,0.7323232323232322
2025-02-01 10:04:07,0.44497991967871486,0.5562248995983936,0.6674698795180724,0.7416331994645248,0.9270414993306559
2025-02-01 10:04:08,0.5629842180774749,0.7037302725968436,0.8444763271162123,0.9383070301291249,1.172883787661406
2025-02-01 10:04:09,0.7260188087774294,0.9075235109717867,1.0890282131661442,1.2100313479623823,1.512539184952978
2025-02-01 10:04:10,0.4384,0.548,0.6576000000000001,0.7306666666666667,0.9133333333333333
2025-02-01 10:04:11,0.4605405405405405,0.5756756756756756,0.6908108108108107,0.7675675675675675,0.9594594594594594
2025-02-01 10:04:12,0.4471849865951742,0.5589812332439678,0.6707774798927614,0.745308310991957,0.9316353887399463
2025-02-01 10:04:13,0.4384,0.548,0.6576000000000001,0.7306666666666667,0.9133333333333333
2025-02-01 10:04:14,0.39377431906614785,0.49221789883268485,0.5906614785992218,0.6562905317769131,0.8203631647211413
2025-02-01 10:04:15,0.645045045045045,0.8063063063063063,0.9675675675675676,1.075075075075075,1.3438438438438438
2025-02-01 10:04:16,0.6395209580838322,0.7994011976047903,0.9592814371257485,1.0658682634730539,1.3323353293413174
2025-02-01 10:04:17,0.6478195488721804,0.8097744360902255,0.9717293233082707,1.0796992481203007,1.349624060150376
2025-02-01 10:04:18,0.6618181818181817,0.8272727272727273,0.9927272727272728,1.103030303030303,1.378787878787879
2025-02-01 10:04:19,0.599121522693997,0.7489019033674963,0.8986822840409956,0.9985358711566618,1.2481698389458271
2025-02-01 10:04:20,0.676030534351145,0.8450381679389313,1.0140458015267175,1.1267175572519084,1.4083969465648853
2025-02-01 10:04:21,0.5405099150141642,0.6756373937677054,0.8107648725212464,0.9008498583569404,1.1260623229461755
2025-02-01 10:04:22,0.6731707317073171,0.8414634146341464,1.0097560975609758,1.1219512195121952,1.402439024390244
2025-02-01 10:04:23,0.6674772036474164,0.8343465045592705,1.0012158054711247,1.1124620060790273,1.3905775075987843
2025-02-01 10:04:24,0.6533936651583709,0.8167420814479638,0.9800904977375565,1.0889894419306183,1.3612368024132728
2025-02-01 10:04:25,0.6817764165390506,0.8522205206738133,1.022664624808576,1.1362940275650844,1.4203675344563553
2025-02-01 10:04:26,0.16079734219269104,0.2009966777408638,0.24119601328903656,0.26799557032115173,0.33499446290143964
2025-02-01 10:04:27,0.1683741648106904,0.210467706013363,0.2525612472160356,0.2806236080178173,0.35077951002227165
2025-02-01 10:04:28,0.18222722159730037,0.22778402699662548,0.2733408323959506,0.3037120359955006,0.37964004499437576
2025-02-01 10:04:29,0.1916194790486976,0.23952434881087203,0.28742921857304643,0.319365798414496,0.39920724801812
2025-02-01 10:04:30,0.19477866061293983,0.2434733257661748,0.29216799091940976,0.3246311010215664,0.405788876276958
